route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
30463,10003811,1_44704,6034,0,
30465,10003924,1_46168,6064,0,
30468,10003924,1_46166,6067,1,
30477,10003923,1_46177,6076,0,
30479,10003923,1_46175,6078,0,
30480,10003927,1_46201,6100,0,
30482,10003927,1_46199,6102,0,
30487,10003924,1_46155,6107,1,
30498,10003925,1_46256,6441,1,
30500,10003924,1_46146,6443,1,
30501,10003924,1_46145,6444,0,
30504,10003924,1_46138,6447,1,
30506,10003924,1_46141,6449,1,
30542,10003518,1_39973,7064,0,
30549,10003772,1_44160,7441,1,
30553,10003772,1_44151,7445,1,
30562,10003722,1_43397,7722,0,
30831,10003697,1_43808,245,1,
30855,10003849,1_45575,300,0,
30856,10003849,1_45576,301,1,
30890,10003849,1_45612,336,0,
30892,10003849,1_45613,338,0,
30906,10003619,1_40903,617,1,
30911,10003621,1_40948,622,0,
30919,10003621,1_40950,630,0,
30921,10003620,1_40936,632,0,
30922,10003619,1_40910,633,1,
30923,10003621,1_41011,634,0,
30924,10003619,1_40901,635,1,
30928,10003619,1_40930,639,1,
30932,10003619,1_40915,643,1,
30937,10003620,1_40968,648,0,
30942,10003619,1_40897,653,1,
30949,10003620,1_40963,660,0,
30956,10003619,1_40926,667,1,
30960,10003619,1_40927,671,1,
30964,10003942,1_46387,675,1,
31033,10003811,1_44670,6325,1,
31040,10003910,1_45957,6616,0,
31088,10003914,1_46053,7611,1,
32432,10003239,1_37387,182,0,
32440,10003099,1_34894,555,1,
32442,10003099,1_34903,559,1,
32450,10003099,1_34899,569,1,
32452,10003099,1_34898,573,1,
32462,10003099,1_34883,593,1,
32464,10003811,1_44688,6120,0,
32476,10003811,1_44640,6132,0,
32490,10003673,1_42399,6552,0,
32509,10003811,1_44628,6740,0,
32525,10003518,1_39991,7544,0,
32579,10003811,1_44631,6751,1,
33542,10002166,1_31336,714,0,
34152,10003239,1_36652,224,0,
34153,10003697,1_43804,225,1,
34167,10003697,1_43781,260,0,
34173,10003697,1_43776,269,1,
34194,10003239,1_37398,583,1,
34204,10003874,1_45534,707,1,
34214,10003239,1_37657,957,1,
34221,10003239,1_37665,975,1,
34225,10003239,1_37691,979,1,
34230,10003937,1_46402,984,0,
34231,10003937,1_46401,985,1,
34232,10003938,1_46391,986,0,
34244,10003811,1_44685,6024,0,
34261,10003811,1_44663,6504,0,
34278,10003910,1_45932,6950,0,
34279,10003910,1_45959,6951,1,
34300,10003934,1_46358,7950,0,
34302,10003933,1_46362,7952,0,
34303,10003933,1_46361,7953,1,
34305,10003934,1_46374,7955,1,
34334,10003891,1_45773,930,0,
34335,10003892,1_45760,931,1,
34336,10003891,1_45784,932,0,
34343,10003895,1_45850,6905,1,
34346,10003896,1_45836,6908,0,
34350,10003895,1_45843,6912,0,
34351,10003896,1_45823,6913,1,
34354,10003895,1_45838,6916,0,
34354,10003896,1_45855,6916,0,
34390,10003722,1_43331,7024,0,
34391,10003722,1_43332,7025,1,
34628,10003722,1_43425,7724,0,
34926,10003947,1_46420,8135,1,
35174,10003873,1_45547,6700,0,
35175,10003873,1_45545,6701,1,
29953,10003071,1_34380,103,1,
29954,10003071,1_34117,104,0,
29968,10003071,1_34124,118,0,
29977,10003071,1_34368,127,1,
29985,10003071,1_34382,151,1,
29987,10003239,1_37405,153,1,
29992,10003071,1_34103,158,0,
29995,10003071,1_34334,161,1,
29997,10003071,1_34336,163,1,
30024,10003239,1_37295,223,1,
30033,10003239,1_36795,231,1,
30058,10003239,1_37671,254,0,
30071,10003071,1_34367,266,0,
30090,10003805,1_44416,31,1,
30092,10003805,1_44417,33,1,
30116,10003757,1_43910,429,1,
30119,10003587,1_40237,440,0,
30135,10003587,1_40282,455,1,
30137,10003587,1_40253,457,1,
30146,10003587,1_40261,465,1,
30155,10003587,1_40281,473,1,
30156,10003918,1_46120,474,0,
30161,10003239,1_37718,501,1,
30163,10001918,1_27916,503,1,
30184,10001890,1_26347,522,0,
30187,10001918,1_27918,525,1,
30188,10001890,1_26321,526,0,
30196,10003620,1_41628,533,1,
30285,10001918,1_27353,724,0,
30291,10001928,1_26499,73,1,
30292,10001918,1_27371,730,0,
30298,10001918,1_27372,736,0,
30300,10003587,1_40279,738,0,
30304,10003587,1_40280,741,1,
30320,10001918,1_27336,756,0,
30333,10001918,1_27333,768,0,
30339,10003587,1_40292,773,1,
30340,10003151,1_35431,774,0,
30346,10001928,1_28127,78,0,
30374,10003891,1_45781,902,0,
30379,10003893,1_45766,907,1,
30384,10003893,1_45769,911,1,
30390,10003891,1_45780,916,0,
30391,10003893,1_45768,917,1,
30426,10002042,1_29496,97,1,
30449,10003811,1_44636,6019,1,
30464,10003924,1_46195,6063,1,
30467,10003923,1_46187,6066,0,
30469,10003923,1_46185,6068,0,
30470,10003923,1_46184,6069,1,
30483,10003927,1_46198,6103,1,
30485,10003927,1_46196,6105,1,
30493,10003927,1_46207,6113,1,
30494,10003924,1_46156,6114,0,
30495,10003927,1_46205,6115,1,
30500,10003925,1_46254,6443,1,
30507,10003925,1_46266,6450,0,
30509,10003925,1_46267,6452,0,
30546,10003772,1_44143,7104,0,
30813,10003239,1_36752,18,0,
30814,10003239,1_37698,222,0,
30839,10003697,1_43785,253,1,
30858,10003849,1_45578,303,1,
30861,10003849,1_45589,306,0,
30868,10003849,1_45588,313,1,
30874,10003849,1_45595,320,0,
30883,10003849,1_45604,329,1,
30886,10003849,1_45607,332,0,
30894,10003849,1_45635,340,0,
30898,10003849,1_45639,345,1,
30904,10003619,1_40902,615,1,
30916,10003619,1_40907,627,1,
30929,10003620,1_40966,640,0,
30936,10003619,1_40913,647,1,
30943,10003621,1_40945,654,0,
30968,10003938,1_46397,683,1,
30969,10003943,1_46386,684,0,
31019,10001944,1_27599,1440,0,
31032,10003811,1_44671,6324,0,
31043,10003910,1_45954,6619,1,
31047,10003910,1_45950,6623,1,
31054,10003910,1_45942,6630,0,
31091,10003914,1_46050,7614,0,
31164,10003946,1_46412,692,0,
32456,10003099,1_34896,581,1,
32458,10003099,1_34895,585,1,
32460,10003099,1_34904,589,1,
32465,10003821,1_44518,6121,1,
32478,10003811,1_44676,6134,0,
32498,10003811,1_44600,6719,1,
32508,10003811,1_44572,6739,1,
32519,10003722,1_43361,7125,1,
34154,10003486,1_38667,226,0,
34158,10003697,1_43797,233,1,
34163,10003697,1_43805,248,0,
34170,10003697,1_43779,264,0,
34171,10003697,1_43778,265,1,
34174,10003697,1_43775,272,0,
34175,10003849,1_45574,273,1,
34195,10003239,1_37237,586,0,
34199,10003874,1_45553,702,0,
34202,10003874,1_45552,705,1,
34217,10003239,1_37661,971,1,
34222,10003239,1_37666,976,0,
34226,10003239,1_37689,980,0,
34245,10003811,1_44686,6025,1,
34260,10003811,1_44665,6503,1,
34262,10003811,1_44662,6505,1,
34270,10003811,1_44695,6513,1,
34271,10003811,1_44694,6514,0,
34280,10003910,1_45939,6952,0,
34284,10003910,1_45935,6956,0,
34293,10003910,1_45926,6965,1,
34296,10003932,1_46368,7500,0,
34297,10003931,1_46371,7502,0,
34299,10003932,1_46365,7505,1,
34300,10003933,1_46373,7950,0,
34301,10003933,1_46364,7951,1,
34332,10003239,1_38156,84,0,
34338,10003895,1_45840,6900,0,
34339,10003895,1_45839,6901,1,
34340,10003896,1_45834,6902,0,
34344,10003895,1_45849,6906,0,
34347,10003896,1_45827,6909,1,
34352,10003896,1_45822,6914,0,
34353,10003896,1_45829,6915,1,
34455,10003456,1_38329,45,1,
34625,10003914,1_46047,7617,1,
35183,10003873,1_45550,6709,1,
35186,10003847,1_45564,9702,0,
35329,10003947,1_46415,673,1,
35331,10003947,1_46417,679,1,
35375,10003926,1_46350,6063,1,
35385,10003926,1_46347,6073,1,
35399,10003926,1_46333,6108,0,
35412,10003926,1_46303,6444,0,
35421,10003926,1_46294,6453,1,
35423,10003926,1_46291,6455,1,
35444,10003935,1_46381,7505,1,
35451,10003947,1_46427,135,1,
29999,10003071,1_34337,165,1,
30004,10003071,1_34110,170,0,
30012,10003071,1_34114,178,0,
30018,10003753,1_43925,20,0,
30059,10003239,1_36760,255,1,
30067,10003239,1_37685,262,0,
30086,10003804,1_44412,28,0,
30123,10003587,1_40240,444,0,
30127,10003587,1_40244,448,0,
30131,10003587,1_40247,451,1,
30132,10003587,1_40248,452,0,
30160,10003697,1_43746,50,0,
30162,10001890,1_26315,502,0,
30174,10001918,1_28337,513,1,
30176,10001918,1_28320,515,1,
30192,10003773,1_44035,53,1,
30198,10003849,1_45643,54,0,
30235,10001928,1_26483,63,1,
30270,10001928,1_28132,68,0,
30276,10001918,1_27352,716,0,
30284,10001918,1_26671,723,1,
30303,10001918,1_27373,740,0,
30306,10001918,1_26677,743,1,
30308,10003587,1_40296,745,1,
30319,10001918,1_26680,755,1,
30334,10003587,1_40291,769,1,
30335,10001928,1_26488,77,1,
30341,10003239,1_37095,775,1,
30352,10001928,1_26491,79,1,
30377,10003893,1_45765,905,1,
30385,10003891,1_45771,912,0,
30388,10003891,1_45778,914,0,
30393,10003169,1_35727,9181,1,
30396,10001928,1_28124,92,0,
30404,10003893,1_45756,927,1,
30410,10001896,1_27310,9455,1,
30411,10001896,1_27676,9458,0,
30467,10003924,1_46167,6066,0,
30469,10003924,1_46165,6068,0,
30471,10003923,1_46183,6070,0,
30471,10003924,1_46163,6070,0,
30472,10003924,1_46162,6071,1,
30478,10003924,1_46178,6077,1,
30480,10003924,1_46265,6100,0,
30491,10003927,1_46191,6111,1,
30497,10003925,1_46257,6440,0,
30499,10003925,1_46255,6442,0,
30503,10003924,1_46143,6446,0,
30508,10003925,1_46283,6451,1,
30509,10003924,1_46149,6452,0,
30561,10003722,1_43398,7721,1,
30835,10003697,1_43806,249,1,
30865,10003849,1_45585,310,0,
30866,10003849,1_45586,311,1,
30879,10003849,1_45600,325,1,
30880,10003849,1_45602,326,0,
30888,10003849,1_45580,334,0,
30893,10003849,1_45634,339,1,
30903,10003808,1_44429,614,0,
30907,10003621,1_40947,618,0,
30909,10003620,1_41241,620,0,
30912,10003619,1_40906,623,1,
30920,10003619,1_40909,631,1,
30940,10003619,1_40912,651,1,
30946,10003620,1_40954,657,1,
30954,10003619,1_40925,665,1,
30959,10003621,1_40938,670,0,
31028,10003811,1_44654,6320,0,
31035,10003811,1_44668,6327,1,
31038,10003910,1_45943,6613,1,
31039,10003910,1_45958,6615,1,
32430,10003239,1_37406,179,1,
32436,10003099,1_34889,547,1,
32459,10003097,1_34814,588,0,
32493,10003673,1_42396,6555,1,
32497,10003811,1_44581,6716,0,
32501,10003811,1_44584,6724,0,
32506,10003811,1_44573,6735,1,
32507,10003811,1_44580,6736,0,
32511,10003811,1_44634,6744,0,
32512,10003811,1_44633,6747,1,
32514,10003722,1_43337,7120,0,
32517,10003722,1_43340,7123,1,
32521,10003518,1_39987,7540,0,
32522,10003518,1_39988,7541,1,
34161,10003697,1_43793,240,0,
34169,10003239,1_36756,263,1,
34180,10003697,1_43790,284,0,
34182,10003620,1_40971,344,0,
34184,10003239,1_36799,534,0,
34203,10003874,1_45541,706,0,
34207,10003874,1_45537,710,0,
34220,10003239,1_37664,974,0,
34228,10003239,1_38153,982,0,
34229,10003938,1_46394,983,1,
34239,10003874,1_45569,701,1,
34241,10003811,1_44682,6021,1,
34243,10003811,1_44684,6023,1,
34247,10003811,1_44689,6027,1,
34249,10003811,1_44690,6029,1,
34252,10003811,1_44706,6032,0,
34255,10003811,1_44680,6036,0,
